Name,Gender,English,Kiswahili,Mathematics,Biology,Chemistry,Physics,Geography,CRE,Careers
snee,Female,12,9,7,7,12,7,9,11,Military and Security
snel,Female,6,8,6,8,11,9,9,11,Architecture & Construction Jobs
snodd,Male,8,10,12,8,10,10,6,10,Art
sno,Female,6,9,10,12,11,11,12,7,Engineering
snowde,Female,10,9,9,9,7,11,12,12,Business and management
sn,Female,7,6,6,12,9,11,12,8,Agriculture
snutc,Female,6,6,6,6,10,7,10,7,Architecture & Construction Jobs
snyde,Female,7,6,11,8,9,9,9,10,Law and public policy
Snyde,Male,12,10,12,7,6,8,12,12,Military and Security
socke,Male,7,8,9,10,11,6,7,7,Architecture & Construction Jobs
Sofia,Female,9,8,10,11,12,9,12,11,Engineering
sofian,Male,6,7,9,11,10,11,10,11,Communications
Sofie,Male,11,9,11,11,9,9,10,6,Health and medicine
softle,Male,10,12,7,9,9,10,7,7,Health and medicine
softley-stubb,Female,8,11,6,6,11,8,10,7,Health and medicine
sohrweid,Female,9,8,10,9,11,12,11,7,Agriculture
Soli,Male,12,10,9,10,7,6,11,9,Computing
solle,Female,6,7,6,10,10,12,7,12,Military and Security
somerfor,Male,10,8,6,9,12,11,8,10,Architecture & Construction Jobs
somerse,Male,12,11,7,6,12,7,10,12,Engineering
somerval,Female,10,12,6,12,8,8,7,11,Art
somervill,Female,12,10,7,8,6,6,7,10,Engineering
somme,Male,10,9,6,7,7,7,12,9,Architecture & Construction Jobs
sommervill,Male,6,11,7,12,6,7,11,11,Health and medicine
so,Male,11,6,6,9,7,9,10,8,Art
Sondra,Female,11,12,11,7,11,12,7,10,Health and medicine
sonela,Female,8,12,10,6,7,12,7,12,Health and medicine
Soni,Male,6,6,10,9,6,8,7,11,Health and medicine
Sonia,Male,12,6,8,10,11,8,6,9,Law and public policy
Sonja,Male,8,6,12,11,7,12,7,6,Business and management
sonle,Male,11,10,9,7,7,12,7,6,Law and public policy
Sonni,Male,9,12,7,10,8,8,10,10,Military and Security
Sonnie,Male,10,12,12,7,12,10,6,12,Education
Sonnnie,Male,8,9,7,6,11,6,6,11,Business and management
Sonn,Female,12,12,12,6,12,7,8,10,Law and public policy
Sonny,Female,11,8,9,7,9,7,11,11,Computing
sonte,Female,10,8,6,12,9,8,11,12,Business and management
Sonya,Male,6,6,10,9,9,7,7,10,Communications
sool,Male,7,11,7,11,9,9,12,9,Engineering
soothil,Male,12,6,7,6,8,7,6,8,Agriculture
Sophey,Male,11,9,12,6,11,6,7,9,Health and medicine
Sophi,Male,10,9,11,11,12,9,9,9,Education
sophi,Female,11,12,7,12,11,8,7,10,Computing
Sophi,Female,9,11,9,7,7,7,8,9,Health and medicine
Sophia,Female,11,10,12,6,9,11,12,10,Agriculture
Sophi,Female,10,10,12,7,9,8,8,12,Health and medicine
Sophie,Female,9,6,11,9,6,11,6,7,Business and management
Sophronia,Male,6,10,10,12,12,8,11,11,Engineering
Sorcha,Male,12,9,8,7,6,12,11,10,Agriculture
Sore,Female,10,12,6,9,10,10,7,8,Computing
sorenso,Male,10,8,9,10,8,10,10,9,Art
Sos,Male,8,10,6,6,6,10,9,6,Architecture & Construction Jobs
Sosanna,Male,6,8,10,8,10,8,7,12,Agriculture
sou,Female,12,10,10,11,12,11,11,7,Health and medicine
soulb,Female,9,7,7,9,12,9,10,8,Health and medicine
sout,Female,6,6,7,7,12,9,12,12,Communications
southerlan,Male,9,8,7,6,7,11,7,6,Architecture & Construction Jobs
souther,Female,10,9,11,8,12,10,6,9,Computing
southwar,Female,12,10,12,12,10,11,12,8,Agriculture
southwort,Male,7,8,11,8,12,7,9,10,Art
sowde,Female,10,9,7,11,12,9,10,7,Education
sowerb,Male,6,9,10,7,7,8,12,7,Engineering
sowerby aka watso,Female,10,9,9,7,9,9,9,9,Business and management
sowerby batty,Female,6,10,11,11,6,9,12,8,Communications
sowermir,Female,11,6,8,11,11,10,10,6,Health and medicine
spakema,Male,10,7,12,10,12,10,7,12,Military and Security
span,Female,9,7,12,7,6,7,10,12,Communications
spanswic,Female,10,6,9,11,10,6,10,11,Business and management
spark,Female,7,11,10,8,10,9,7,10,Engineering
Spark,Female,7,12,11,6,9,11,12,12,Law and public policy
sparlin,Female,7,8,11,12,12,11,11,7,Computing
sparro,Male,9,10,6,10,11,6,9,12,Military and Security
spea,Male,8,11,12,10,9,11,8,10,Architecture & Construction Jobs
spea,Female,8,8,12,8,8,10,11,11,Education
spearma,Male,9,10,8,7,10,10,8,7,Agriculture
spear,Female,11,7,9,9,11,6,10,7,Agriculture
Spear,Female,10,8,6,11,9,6,9,7,Art
speddin,Male,8,6,12,10,10,7,11,12,Communications
speigh,Male,7,7,10,8,9,11,12,10,Architecture & Construction Jobs
spenc,Female,11,12,12,7,9,8,9,7,Health and medicine
spence,Female,10,12,6,12,10,10,6,10,Communications
spencer-churchil,Female,12,8,10,12,6,7,6,7,Computing
sperr,Female,11,7,10,10,7,11,11,8,Architecture & Construction Jobs
spicelan,Female,9,10,7,10,11,9,6,11,Education
spice,Male,9,10,10,12,7,7,9,7,Communications
spik,Female,11,7,6,10,8,9,8,8,Art
spillan,Male,9,10,11,8,6,10,12,8,Computing
spire,Female,12,7,8,8,7,8,12,11,Military and Security
spittlehous,Male,8,7,7,8,6,10,9,7,Military and Security
spoar,Male,6,10,12,7,8,6,8,8,Law and public policy
spod,Female,11,11,10,8,8,9,6,7,Business and management
spontheime,Female,7,8,11,10,10,9,9,9,Architecture & Construction Jobs
spoone,Male,11,6,6,7,10,7,6,9,Military and Security
spounce,Male,8,6,11,7,9,9,8,10,Law and public policy
spracklin,Male,6,9,8,7,10,6,6,7,Business and management
spradli,Male,11,9,10,12,10,8,7,8,Health and medicine
sprin,Female,11,6,7,11,10,12,8,9,Military and Security
sproul,Female,11,9,8,7,6,6,6,12,Education
sprou,Female,9,6,6,10,9,8,6,12,Law and public policy
spr,Female,6,8,12,7,6,10,8,12,Military and Security
spurgeo,Female,6,8,12,6,8,7,10,12,Agriculture
spurloc,Female,10,10,10,6,12,9,7,6,Education
spur,Female,11,6,9,12,11,6,10,8,Law and public policy
squar,Female,8,11,11,12,12,11,9,7,Engineering
squire,Female,10,10,9,9,7,6,8,7,Engineering
stabl,Male,11,11,6,10,12,9,9,6,Architecture & Construction Jobs
stable,Female,12,6,9,10,11,9,7,11,Engineering
Stace,Female,11,12,11,12,6,9,6,9,Education
Stacee,Male,6,9,11,12,7,10,12,6,Communications
stace,Female,9,10,12,6,11,8,8,6,Business and management
Stacey,Male,12,7,10,8,10,8,9,12,Computing
Staci,Male,8,6,12,7,6,9,7,12,Law and public policy
Stacia,Male,7,12,7,10,11,11,10,10,Education
Stacie,Female,10,11,10,9,12,8,11,7,Agriculture
stackhous,Male,7,11,9,7,8,7,12,11,Business and management
Stac,Male,8,11,7,10,12,12,10,7,Health and medicine
Stacy,Female,12,6,9,12,9,6,10,10,Health and medicine
stadelma,Male,7,7,10,7,9,9,12,6,Architecture & Construction Jobs
Stafani,Male,9,6,12,6,12,7,11,10,Agriculture
staffor,Male,6,12,6,11,10,7,10,8,Law and public policy
Staffor,Female,8,9,10,7,7,8,9,12,Business and management
stagg,Male,7,11,11,9,10,12,6,7,Health and medicine
staine,Female,9,11,7,6,11,10,8,10,Computing
stainto,Male,10,9,10,10,10,9,9,11,Health and medicine
stake,Male,7,7,12,11,10,12,12,11,Business and management
stale,Female,7,9,9,6,11,10,7,12,Health and medicine
stalke,Female,12,8,7,7,9,11,10,6,Communications
stam,Male,11,8,12,11,11,7,12,6,Engineering
standalof,Male,12,8,9,6,6,6,11,9,Architecture & Construction Jobs
standefe,Male,11,11,8,8,10,10,12,8,Computing
standife,Female,7,8,9,6,6,10,6,11,Engineering
standis,Female,6,12,12,6,7,10,12,7,Communications
stanifort,Female,6,8,8,11,8,11,8,8,Business and management
stanilan,Male,10,6,11,8,12,6,12,10,Communications
stanle,Female,8,8,11,7,9,12,10,8,Architecture & Construction Jobs
Stanle,Male,7,9,12,10,12,6,10,11,Communications
stansfiel,Male,9,7,10,8,9,11,10,8,Agriculture
Stanto,Male,11,7,9,10,11,7,10,9,Art
stanwi,Female,6,9,9,12,10,10,12,7,Communications
staple,Female,11,8,9,10,9,9,7,10,Law and public policy
stapleto,Female,8,9,12,11,8,7,7,6,Art
stapleton-cotto,Female,9,6,7,10,7,10,8,8,Health and medicine
staple,Male,6,6,12,11,10,11,10,12,Agriculture
Star,Female,7,10,10,10,7,7,9,11,Health and medicine
star,Female,6,9,11,6,8,8,12,10,Agriculture
Star,Female,8,7,11,9,11,6,10,12,Communications
starke,Female,12,12,6,12,9,10,8,6,Engineering
Starla,Female,8,6,9,8,11,10,11,9,Engineering
Starlene,Female,7,12,12,6,11,9,7,11,Law and public policy
Starlin,Male,8,7,6,10,8,7,6,6,Law and public policy
starlin,Female,7,12,6,11,9,9,12,6,Education
Starne,Female,12,12,11,10,6,9,6,7,Communications
starne,Male,8,8,11,11,6,7,10,12,Law and public policy
Star,Male,8,8,9,11,12,8,8,10,Law and public policy
Starr,Male,6,12,8,7,7,9,6,12,Education
starti,Male,6,12,8,6,12,6,12,6,Law and public policy
statha,Male,7,10,9,12,10,6,8,7,Education
stavele,Male,10,7,7,9,10,8,10,6,Military and Security
stea,Male,6,9,10,7,8,9,10,6,Architecture & Construction Jobs
stebbing,Female,6,8,7,10,12,6,8,11,Law and public policy
stee,Male,12,7,11,7,10,12,7,12,Art
steel,Male,7,8,10,9,8,7,12,9,Computing
Steel,Male,11,6,8,8,10,6,11,9,Education
stee,Male,12,7,7,12,9,12,12,10,Communications
steepl,Female,10,11,8,12,7,8,10,12,Business and management
steer,Male,8,6,8,7,7,9,6,9,Architecture & Construction Jobs
Stefa,Female,6,11,10,11,7,7,11,8,Agriculture
Stefania,Female,10,10,6,12,9,9,6,7,Military and Security
Stefanie,Female,7,8,8,11,11,11,6,7,Computing
Steffane,Female,10,6,7,10,7,7,10,6,Communications
Steffi,Male,7,6,11,6,10,7,7,12,Agriculture
Steffie,Male,11,12,12,7,12,7,10,10,Law and public policy
stegal,Female,6,7,8,11,8,9,6,10,Communications
Stella,Female,8,11,10,11,7,11,8,6,Engineering
stelzried,Female,9,10,9,6,6,10,12,12,Law and public policy
stennet,Female,10,7,8,12,8,11,12,9,Art
Stepha,Female,10,6,10,12,10,10,8,12,Education
Stephana,Male,12,12,9,7,7,7,6,8,Art
Stephani,Female,9,9,6,12,8,6,7,6,Agriculture
Stephanie,Female,6,9,11,6,11,8,8,12,Law and public policy
Stephannie,Female,6,8,6,11,12,12,12,12,Law and public policy
Stephan,Male,7,12,6,12,12,6,8,10,Education
stephe,Female,8,8,11,8,8,8,10,7,Education
Stephenie,Male,7,8,12,8,10,11,7,7,Education
stephen,Male,12,8,11,10,10,10,12,6,Art
Stephen,Male,7,10,12,7,9,9,9,8,Computing
stephenso,Male,10,12,6,12,8,10,10,6,Computing
Stephi,Male,7,8,11,10,6,9,11,10,Health and medicine
Stephie,Male,6,8,12,6,11,11,6,6,Architecture & Construction Jobs
Stephine,Female,9,9,9,6,7,11,7,9,Communications
step,Female,8,6,7,9,10,11,12,7,Architecture & Construction Jobs
sterve,Female,10,10,11,10,8,12,8,7,Art
Stesha,Female,11,12,11,10,9,11,7,11,Computing
Stevana,Male,12,8,10,6,11,12,8,9,Architecture & Construction Jobs
stevanso,Male,10,8,12,6,7,7,10,8,Art
Stev,Female,7,10,7,9,10,8,12,8,Architecture & Construction Jobs
steve,Male,11,6,9,10,11,8,8,7,Military and Security
Stevena,Female,6,9,12,12,8,6,8,6,Architecture & Construction Jobs
steven,Male,6,12,7,9,10,9,11,8,Engineering
stevenso,Male,12,7,6,9,6,8,7,12,Engineering
stewar,Female,7,6,11,10,11,11,11,12,Agriculture
stewar,Male,7,10,12,7,9,11,10,12,Computing
Stewar,Female,10,7,7,8,8,11,7,11,Law and public policy
st georg,Female,9,12,11,12,6,11,11,11,Agriculture
stile,Male,9,8,7,11,6,10,7,10,Law and public policy
stil,Male,6,6,7,7,8,6,12,9,Military and Security
stilli,Male,10,6,6,10,10,6,8,7,Art
stilwel,Male,10,12,10,12,6,9,9,10,Health and medicine
stimso,Male,12,12,8,10,9,12,10,7,Art
stinman or sunma,Female,8,8,8,6,12,9,6,6,Engineering
stinso,Male,8,7,9,11,6,6,10,8,Law and public policy
stinto,Female,12,7,12,12,12,8,12,12,Computing
stirlin,Male,8,11,11,6,9,8,11,10,Education
st joh,Female,6,6,12,10,12,7,7,12,Computing
stobar,Male,9,9,6,12,8,12,9,12,Military and Security
stobb,Female,7,7,10,12,10,6,12,9,Military and Security
stob,Male,6,6,8,10,12,9,11,7,Education
stob,Male,6,7,12,7,8,10,11,10,Architecture & Construction Jobs
stoc,Male,12,12,10,6,12,10,7,9,Business and management
stockdal,Male,10,11,8,12,11,10,12,9,Communications
stockdal,Male,12,7,6,7,11,12,11,9,Education
stockil,Female,7,7,9,11,11,10,12,12,Military and Security
stockto,Male,10,8,8,6,8,10,7,9,Art
Stoddard,Female,11,6,10,8,8,7,8,9,Military and Security
stoddar,Female,7,7,11,10,11,9,7,11,Law and public policy
stokel,Female,8,11,9,9,11,7,8,12,Education
stoke,Female,9,11,7,6,6,10,11,9,Architecture & Construction Jobs
stoke,Male,8,8,6,8,6,11,9,7,Military and Security
ston,Male,10,9,11,7,11,8,6,6,Communications
stoneciphe,Male,10,8,6,6,12,11,12,8,Communications
stonehous,Male,7,7,8,6,8,7,8,6,Health and medicine
stone,Male,10,7,6,8,10,12,8,6,Education
stonne,Male,12,11,9,12,6,9,11,11,Education
stop,Male,9,8,12,7,12,11,7,6,Health and medicine
store,Female,7,10,11,9,8,8,12,9,Engineering
stori,Male,10,9,8,10,9,6,11,6,Education
stor,Female,9,11,12,11,12,7,10,7,Education
Storm,Male,7,11,7,6,10,9,11,12,Computing
Stormi,Male,12,11,8,8,6,12,10,10,Art
Stormie,Male,7,8,6,6,11,11,8,12,Computing
Stormy,Female,6,6,6,10,9,7,10,10,Communications
storto,Female,11,6,8,12,6,8,9,10,Art
stot,Female,8,6,10,10,10,7,12,6,Military and Security
stott,Female,12,9,12,9,12,12,7,7,Health and medicine
stourto,Female,10,12,10,8,7,12,6,6,Business and management
stou,Male,12,11,9,8,8,12,7,9,Law and public policy
Stou,Female,12,11,6,9,11,12,7,9,Art
stracha,Female,7,7,9,8,8,11,8,10,Engineering
straffor,Female,12,9,10,11,8,10,11,8,Art
straigh,Female,10,12,12,6,10,7,8,12,Communications
stran,Female,9,12,11,11,9,6,6,8,Art
strang,Female,7,9,12,11,8,12,10,8,Military and Security
stratto,Male,12,10,10,10,8,10,7,7,Computing
stree,Male,8,11,12,6,7,6,12,7,Health and medicine
streete,Male,10,12,12,6,8,10,9,11,Education
stretto,Male,9,11,8,7,10,7,12,11,Computing
striblin,Female,9,12,10,11,7,12,6,10,Architecture & Construction Jobs
stricklan,Male,6,7,12,6,9,8,7,8,Agriculture
Stricklan,Male,9,10,6,10,8,12,6,8,Law and public policy
stron,Female,12,8,7,7,11,6,8,6,Communications
strou,Female,12,12,7,11,8,6,12,12,Military and Security
strou,Female,7,6,6,11,7,9,11,12,Health and medicine
stroya,Male,11,8,6,11,12,10,12,6,Architecture & Construction Jobs
stru,Male,8,12,10,7,10,12,11,6,Art
struther,Male,10,8,9,7,7,7,6,8,Health and medicine
stuar,Female,12,8,12,7,6,6,7,7,Military and Security
stubblefiel,Male,6,8,7,7,11,7,12,12,Architecture & Construction Jobs
stubb,Female,11,8,12,10,8,11,6,12,Education
stud,Female,8,6,10,9,7,7,10,6,Communications
studdar,Female,12,11,7,10,12,6,7,12,Agriculture
studder,Female,11,12,10,10,11,8,9,9,Engineering
stukel,Female,9,7,10,11,10,7,9,7,Health and medicine
sturge,Male,11,7,9,9,7,10,9,8,Education
sturge,Male,10,10,7,8,7,8,9,6,Art
sturgi,Male,9,9,9,6,12,12,12,12,Communications
stur,Male,9,8,11,9,8,10,11,8,Computing
sturroc,Male,8,9,11,10,8,8,10,8,Art
sturto,Female,11,10,8,12,9,6,11,7,Communications
sucklin,Male,10,10,8,10,11,10,9,10,Architecture & Construction Jobs
suddab,Female,8,12,7,9,6,8,6,9,Law and public policy
sudde,Female,7,9,10,11,12,7,8,8,Engineering
sudden,Male,8,11,8,12,8,7,11,11,Law and public policy
Sue,Female,9,11,8,8,11,9,10,9,Business and management
Suellen,Female,8,7,6,12,10,12,7,10,Communications
sugde,Male,11,10,11,8,6,9,7,11,Health and medicine
Sukey,Female,9,10,10,12,8,8,12,8,Communications
Suki,Male,12,9,9,10,9,9,11,8,Law and public policy
Sula,Female,10,12,10,9,11,12,6,8,Health and medicine
sulliva,Female,7,10,8,9,12,8,7,6,Art
Sulliva,Male,11,10,10,10,6,11,9,10,Agriculture
summe,Female,6,7,11,8,11,9,7,6,Business and management
Summeral,Male,12,11,10,10,10,10,6,11,Health and medicine
summerfiel,Female,6,8,9,10,11,12,6,8,Military and Security
summer,Male,12,9,8,11,6,7,12,11,Communications
Summer,Female,8,11,11,10,9,6,6,11,Computing
sumpte,Female,9,6,10,12,10,7,8,11,Military and Security
sunderlan,Male,9,11,8,9,11,8,6,6,Engineering
Sunny,Male,10,10,6,10,12,7,6,7,Communications
Sunshine,Male,12,8,7,8,12,11,12,9,Health and medicine
supier,Female,7,10,8,7,8,9,6,12,Architecture & Construction Jobs
surgeso,Male,7,10,11,8,7,6,9,12,Military and Security
susa,Female,8,6,11,11,11,11,9,10,Communications
Susa,Male,12,11,6,8,6,10,9,8,Education
Susan,Female,10,9,9,10,7,12,9,11,Business and management
Susana,Female,9,8,12,12,6,9,9,8,Health and medicine
Susanetta,Male,10,11,8,6,8,9,7,11,Communications
Susann,Male,11,8,11,9,11,6,7,7,Health and medicine
Susanna,Male,12,8,9,8,9,8,11,6,Architecture & Construction Jobs
susanna,Female,7,11,7,9,6,11,7,11,Health and medicine
Susannah,Male,9,6,10,9,11,8,6,8,Computing
Susanne,Male,11,10,10,10,9,12,10,11,Communications
Susette,Female,8,9,11,11,8,11,8,10,Business and management
Susi,Male,10,6,8,9,9,8,10,8,Law and public policy
Susie,Female,8,12,12,9,10,10,9,8,Military and Security
Susy,Male,12,6,9,9,8,12,12,7,Architecture & Construction Jobs
sutc,Female,9,10,8,6,12,10,6,11,Engineering
sutcliff,Female,10,11,7,7,8,11,8,9,Architecture & Construction Jobs
suthera,Male,9,8,6,10,10,12,8,10,Art
sutherlan,Female,6,6,6,6,6,12,9,6,Law and public policy
sutherland-leveson-gowe,Male,12,10,12,10,11,7,12,7,Education
suttl,Male,9,7,7,10,11,6,12,12,Business and management
sutto,Female,7,8,7,11,7,9,11,9,Architecture & Construction Jobs
Suzann,Female,10,6,10,10,12,10,6,9,Law and public policy
Suzanna,Male,7,9,10,6,11,9,11,7,Communications
Suzanne,Female,11,10,11,10,9,12,10,9,Law and public policy
Suzette,Male,7,9,9,7,8,9,12,7,Military and Security
Suzi,Male,9,12,12,6,12,9,10,9,Communications
Suzie,Female,11,12,11,7,10,10,10,9,Engineering
Suzy,Male,12,10,8,12,7,10,10,8,Law and public policy
swaffiel,Female,6,9,12,7,9,12,9,7,Engineering
swaffor,Female,6,7,6,11,7,10,9,7,Education
swai,Female,12,12,10,8,8,11,9,10,Communications
swainban,Female,12,12,11,11,6,11,12,12,Education
swain,Female,10,8,7,11,8,10,12,10,Communications
swallo,Male,10,7,12,8,9,12,6,11,Law and public policy
swa,Male,10,7,9,7,12,8,10,6,Business and management
swan,Male,12,7,9,12,10,6,9,9,Business and management
swannac,Female,8,12,12,11,11,12,10,8,Education
swanso,Male,8,10,6,10,10,12,10,12,Agriculture
Swanso,Male,6,6,6,12,6,12,9,10,Communications
sweene,Male,8,10,7,6,10,11,10,12,Agriculture
Sweene,Female,7,9,12,9,12,7,7,10,Engineering
sween,Female,8,6,7,11,9,8,11,8,Computing
swee,Male,12,9,10,6,8,12,6,8,Health and medicine
sweetin,Male,11,12,6,10,10,12,9,12,Communications
swerdfege,Female,9,6,6,6,9,9,11,12,Health and medicine
swettenha,Female,10,10,10,12,11,8,9,9,Agriculture
swidenba,Male,11,6,8,11,9,8,7,9,Communications
swidenban,Female,12,8,8,10,7,12,6,12,Business and management
swif,Male,8,9,7,11,8,12,7,9,Law and public policy
swinban,Male,7,11,10,10,8,6,7,12,Communications
swindlehurs,Male,7,9,9,10,6,10,8,12,Agriculture
swinhow,Female,10,12,9,7,6,8,12,12,Law and public policy
swin,Female,10,9,7,7,7,10,6,9,Agriculture
swor,Male,7,10,10,7,12,9,9,11,Education
swynfor,Male,9,12,8,12,9,10,11,8,Health and medicine
sybi,Female,11,9,6,12,10,9,8,9,Agriculture
Sybil,Female,7,11,12,8,9,7,11,6,Law and public policy
Sybila,Female,8,12,11,12,8,11,12,9,Architecture & Construction Jobs
Sybilla,Female,8,8,10,8,6,9,6,6,Architecture & Construction Jobs
Sybille,Female,8,10,7,10,8,8,6,9,Military and Security
Sybyl,Female,10,8,8,6,6,10,9,7,Architecture & Construction Jobs
Sydel,Female,9,6,11,6,10,6,9,12,Computing
Sydelle,Male,10,8,8,8,6,11,9,12,Computing
Sydney,Female,7,9,7,7,8,8,7,9,Business and management
sy,Male,11,8,7,9,12,9,10,7,Military and Security
syke,Female,8,11,10,8,6,8,9,8,Engineering
sylveste,Female,9,12,7,11,10,8,6,8,Law and public policy
Sylvia,Female,6,10,7,12,11,10,10,12,Computing
syman,Male,11,7,8,12,8,9,6,11,Art
sym,Female,9,8,9,6,7,10,11,9,Architecture & Construction Jobs
syme,Male,9,8,8,8,9,12,7,7,Architecture & Construction Jobs
symingto,Male,7,6,11,9,8,6,11,11,Computing
symmon,Female,9,11,8,8,12,7,12,12,Communications
symond,Female,10,10,8,7,7,12,6,12,Communications
Szczepansk,Female,10,8,6,6,8,11,8,7,Health and medicine
Tabatha,Male,9,12,6,9,6,12,12,10,Law and public policy
Tabbatha,Male,11,8,10,10,10,12,10,9,Architecture & Construction Jobs
Tabbi,Male,7,12,7,8,11,9,7,7,Health and medicine
Tabbie,Male,10,12,11,7,8,10,9,6,Computing
Tabbitha,Female,7,12,11,7,11,11,6,6,Architecture & Construction Jobs
Tabby,Male,8,11,10,9,7,8,8,7,Art
Tabina,Female,10,12,9,12,8,6,9,9,Business and management
Tabitha,Female,12,6,7,9,12,9,9,7,Communications
tabo,Male,11,12,10,10,6,9,9,6,Agriculture
Taffy,Female,10,11,11,8,10,9,7,6,Computing
taggar,Female,8,10,9,8,10,8,9,11,Architecture & Construction Jobs
tailo,Female,8,10,9,10,8,12,12,6,Art
tai,Female,8,12,11,11,8,10,12,8,Engineering
Tala,Male,8,9,7,11,12,12,10,6,Engineering
talber,Female,7,7,12,8,10,6,8,7,Architecture & Construction Jobs
talbo,Male,7,12,8,9,6,12,9,12,Art
talboy,Female,6,11,8,6,9,6,8,7,Health and medicine
Talia,Male,11,12,9,6,11,8,11,10,Law and public policy
taliaferr,Male,9,8,8,12,9,12,11,7,Communications
talke,Female,8,6,7,7,7,10,8,10,Architecture & Construction Jobs
Tallia,Female,6,9,6,9,6,6,10,9,Law and public policy
Tallie,Female,8,8,10,9,6,8,10,7,Education
Tallou,Male,7,12,9,6,7,9,9,6,Education
Tallulah,Male,7,8,7,12,10,12,6,12,Computing
Tally,Male,11,11,12,11,6,8,11,12,Architecture & Construction Jobs
Talya,Male,8,6,8,6,7,6,11,8,Art
Talyah,Male,10,10,6,11,8,10,10,12,Law and public policy
Tamar,Male,12,11,12,10,9,12,8,7,Military and Security
Tamar,Male,8,12,10,7,10,9,12,9,Agriculture
Tamara,Male,10,12,10,6,9,6,8,12,Health and medicine
Tamarah,Male,8,9,10,9,11,7,11,12,Health and medicine
Tamarra,Female,7,7,12,11,12,8,7,12,Law and public policy
tam,Female,12,11,8,9,9,6,7,7,Art
Tamer,Male,8,9,11,7,7,9,7,11,Business and management
Tamera,Male,12,11,7,6,10,8,8,7,Engineering
tame,Female,8,9,12,11,6,10,8,10,Law and public policy
Tami,Male,8,8,8,11,11,11,12,8,Art
Tami,Male,7,11,8,7,10,6,9,12,Architecture & Construction Jobs
Tamiko,Female,6,8,8,6,7,12,8,9,Law and public policy
tamlinso,Male,10,12,9,9,8,9,7,6,Architecture & Construction Jobs
Tamma,Female,11,10,10,11,8,11,10,8,Education
Tammara,Female,12,11,11,9,6,12,12,7,Health and medicine
Tammi,Male,9,6,9,11,7,9,6,6,Computing
Tammie,Female,7,7,9,9,9,6,10,12,Architecture & Construction Jobs
Tammy,Female,12,7,6,12,8,6,7,8,Communications
Tamqrah,Male,10,12,10,8,7,11,9,9,Business and management
Tamra,Male,11,8,7,6,9,11,12,9,Education
tamsit,Male,12,8,8,8,9,6,12,12,Art
Tana,Male,9,7,10,10,8,10,9,7,Communications
Tandi,Female,8,9,6,8,6,9,9,9,Agriculture
Tandie,Female,9,6,9,11,12,11,7,11,Computing
Tandy,Male,9,8,8,9,10,6,9,7,Business and management
tange,Female,11,7,12,11,12,9,10,9,Architecture & Construction Jobs
tangy,Female,11,8,12,9,11,7,6,6,Architecture & Construction Jobs
Tanhya,Male,8,6,8,8,8,11,9,9,Education
Tani,Male,9,10,6,6,8,6,9,8,Agriculture
Tani,Male,9,7,6,10,9,6,9,12,Agriculture
Tania,Female,6,11,11,12,7,12,6,12,Education
Tanitansy,Male,10,6,6,12,10,12,6,7,Architecture & Construction Jobs
tankersle,Male,8,9,7,11,10,12,11,12,Military and Security
Tanne,Male,10,7,9,10,10,6,8,12,Business and management
tansle,Female,8,9,9,8,9,7,6,6,Agriculture
tanso,Male,7,12,7,10,6,11,6,8,Art
Tansy,Female,11,8,12,10,11,12,9,11,Computing
Tanya,Female,11,7,9,9,7,9,6,11,Computing
Tapi,Male,10,11,7,9,12,9,11,7,Engineering
tapli,Female,10,10,8,8,8,8,12,8,Education
Tara,Male,8,11,11,9,6,11,8,6,Agriculture
Tarah,Male,8,6,8,12,8,10,12,10,Communications
tardif,Male,7,9,9,12,8,8,10,12,Business and management
tarlingto,Male,9,12,9,8,7,8,11,7,Architecture & Construction Jobs
Tarra,Male,9,10,12,6,11,6,11,7,Law and public policy
Tarrah,Male,6,8,8,7,12,9,12,8,Computing
tarran,Female,11,12,10,8,10,6,10,9,Computing
tarra,Male,11,11,11,12,6,10,11,8,Law and public policy
Taryn,Female,7,11,6,9,12,6,6,9,Computing
Tasha,Male,10,7,8,10,12,6,7,6,Business and management
Tasia,Female,6,11,12,12,10,6,7,12,Business and management
taske,Female,7,7,9,12,10,9,9,8,Engineering
tassel,Male,8,10,10,10,8,12,6,7,Health and medicine
tat,Female,6,6,11,7,7,11,9,9,Education
Tat,Female,7,7,8,10,10,10,6,6,Health and medicine
Tate,Male,9,12,8,12,12,6,7,12,Architecture & Construction Jobs
tateha,Male,8,6,6,12,9,7,10,6,Business and management
tatersal,Male,7,8,10,6,6,10,8,7,Health and medicine
tatha,Female,6,11,10,12,10,11,10,8,Education
Tatiana,Male,12,7,12,8,12,10,7,6,Architecture & Construction Jobs
Tatiania,Male,9,9,10,10,6,7,10,11,Health and medicine
tattersal,Female,12,12,6,6,6,6,12,7,Law and public policy
tatu,Female,12,7,6,12,6,12,11,12,Education
Tatu,Male,8,6,7,9,7,12,12,9,Education
Tatum,Female,9,7,10,6,11,11,11,8,Communications
Tawnya,Male,10,6,7,9,9,9,7,7,Art
taws,Female,6,12,11,6,6,12,11,12,Education
Tawsha,Female,7,8,6,6,12,10,12,12,Business and management
taylar,Male,9,7,7,11,10,11,8,12,Business and management
taylfort,Female,6,8,10,7,11,6,10,12,Business and management
taylo,Female,6,11,10,9,6,9,12,10,Health and medicine
Taylo,Male,6,10,11,7,8,11,9,9,Business and management
